Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2021-105872,05/31/2021,06/07/2021,Standard Class,JG-15160,James Allen,Consumer,United States,New York City,New York,10024,0,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,"73,68",4,"0,2","26,99"
2021-154781,11/22/2021,11/27/2021,Standard Class,SC-20680,Steve Perez,Home Office,United States,San Francisco,California,94110,3,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,"6,89",2,"0,0","3,1"
2021-154781,11/22/2021,11/27/2021,Standard Class,SC-20680,Steve Perez,Home Office,United States,San Francisco,California,94110,3,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,"99,45",1,"0,0","29,15"
2021-155390,12/07/2021,12/12/2021,Standard Class,BG-11035,Barry Brooks,Consumer,United States,Memphis,Tennessee,38109,2,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,"44,19",2,"0,2","14,03"
2021-166961,12/28/2021,01/02/2022,Standard Class,CD-12790,Cynthia Foster,Home Office,United States,Moreno Valley,California,92553,3,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,"11,5",1,"0,0","3,03"
2021-166961,12/28/2021,01/02/2022,Standard Class,CD-12790,Cynthia Foster,Home Office,United States,Moreno Valley,California,92553,3,OFF-FA-10003485,Office Supplies,Fasteners,Staples,"8,23",3,"0,0","3,7"
2021-166961,12/28/2021,01/02/2022,Standard Class,CD-12790,Cynthia Foster,Home Office,United States,Moreno Valley,California,92553,3,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,"53,87",3,"0,0","14,21"
2021-166961,12/28/2021,01/02/2022,Standard Class,CD-12790,Cynthia Foster,Home Office,United States,Moreno Valley,California,92553,3,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,"38,8",3,"0,2","14,22"
2021-111353,11/30/2021,12/07/2021,Standard Class,PB-19150,Philip Rogers,Consumer,United States,New York City,New York,10009,0,OFF-LA-10002762,Office Supplies,Labels,Avery 485,"26,24",2,"0,0","12,05"
2021-143637,03/25/2021,03/30/2021,Second Class,MS-17710,Maurice Graham,Consumer,United States,Fresno,California,93727,3,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","42,38",2,"0,0","14,91"
2021-115413,08/27/2021,09/02/2021,Standard Class,PP-18955,Paul Romero,Home Office,United States,Newark,Delaware,19711,0,OFF-AR-10003770,Office Supplies,Art,Newell 340,"9,05",3,"0,0","2,56"
2021-115413,08/27/2021,09/02/2021,Standard Class,PP-18955,Paul Romero,Home Office,United States,Newark,Delaware,19711,0,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,"157,02",3,"0,0","53,7"
2021-125150,05/17/2021,05/24/2021,Standard Class,PW-19030,Pauline Jackson,Corporate,United States,Los Angeles,California,90036,3,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h","243,83",5,"0,2","17,87"
2021-137869,03/29/2021,04/03/2021,Standard Class,CV-12295,Christina Ortiz,Consumer,United States,Des Moines,Iowa,50315,1,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,"6,41",3,"0,0","2,94"
2021-137869,03/29/2021,04/03/2021,Standard Class,CV-12295,Christina Ortiz,Consumer,United States,Des Moines,Iowa,50315,1,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"1240,4",4,"0,0","109,08"
2021-158470,04/20/2021,04/24/2021,Second Class,AG-10390,Allen James,Consumer,United States,Arlington,Virginia,22204,2,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,"60,78",3,"0,0","27,32"
2021-158470,04/20/2021,04/24/2021,Second Class,AG-10390,Allen James,Consumer,United States,Arlington,Virginia,22204,2,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,"74,63",11,"0,0","35,0"
2021-169649,12/10/2021,12/16/2021,Standard Class,TS-21205,Thomas Jenkins,Corporate,United States,Chicago,Illinois,60653,1,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,"8,85",2,"0,2","3,02"
2021-169649,12/10/2021,12/16/2021,Standard Class,TS-21205,Thomas Jenkins,Corporate,United States,Chicago,Illinois,60653,1,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,"21,35",2,"0,8","-54,23"
2021-103429,05/31/2021,06/02/2021,First Class,LW-16825,Laurel Rivera,Corporate,United States,New York City,New York,10024,0,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","26,79",2,"0,2","9,16"
2021-103429,05/31/2021,06/02/2021,First Class,LW-16825,Laurel Rivera,Corporate,United States,New York City,New York,10024,0,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,"485,81",5,"0,0","137,65"
2021-103429,05/31/2021,06/02/2021,First Class,LW-16825,Laurel Rivera,Corporate,United States,New York City,New York,10024,0,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,"247,04",3,"0,0","79,65"
2021-103429,05/31/2021,06/02/2021,First Class,LW-16825,Laurel Rivera,Corporate,United States,New York City,New York,10024,0,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,"41,84",4,"0,0","18,4"
2021-100972,11/20/2021,11/26/2021,Second Class,DB-13360,Dennis Hernandez,Home Office,United States,Salt Lake City,Utah,84106,3,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,"174,26",3,"0,0","81,73"
2021-131009,03/02/2021,03/06/2021,Standard Class,SC-20380,Shahid Rivera,Consumer,United States,El Paso,Texas,79907,1,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,"19,73",5,"0,2","-3,61"
2021-131009,03/02/2021,03/06/2021,Standard Class,SC-20380,Shahid Rivera,Consumer,United States,El Paso,Texas,79907,1,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,"379,28",6,"0,3","0,0"
2021-131009,03/02/2021,03/06/2021,Standard Class,SC-20380,Shahid Rivera,Consumer,United States,El Paso,Texas,79907,1,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,"66,54",6,"0,6","-35,76"
2021-131009,03/02/2021,03/06/2021,Standard Class,SC-20380,Shahid Rivera,Consumer,United States,El Paso,Texas,79907,1,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,"135,64",3,"0,2","-23,19"
2021-138359,04/02/2021,04/07/2021,Standard Class,KH-16330,Katharine Gonzalez,Corporate,United States,Revere,Massachusetts,2151,0,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,"70,11",4,"0,0","2,74"
2021-138359,04/02/2021,04/07/2021,Standard Class,KH-16330,Katharine Gonzalez,Corporate,United States,Revere,Massachusetts,2151,0,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,"6,53",2,"0,0","3,13"
2021-166051,06/01/2021,06/06/2021,Standard Class,JK-15625,Jim Peterson,Consumer,United States,Jackson,Mississippi,39212,2,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,"690,99",3,"0,0","202,54"
2021-166051,06/01/2021,06/06/2021,Standard Class,JK-15625,Jim Peterson,Consumer,United States,Jackson,Mississippi,39212,2,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,"119,08",3,"0,0","33,74"
2021-103800,01/04/2021,01/08/2021,Standard Class,DP-13000,Darren Griffin,Consumer,United States,Houston,Texas,77095,1,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","17,22",2,"0,2","5,68"
2021-113383,09/11/2021,09/14/2021,First Class,SF-20065,Sandra Miller,Consumer,United States,Clifton,New Jersey,7011,0,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,"85,77",4,"0,0","22,63"
2021-113383,09/11/2021,09/14/2021,First Class,SF-20065,Sandra Miller,Consumer,United States,Clifton,New Jersey,7011,0,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""","266,88",5,"0,0","78,23"
2021-148194,05/05/2021,05/08/2021,First Class,BS-11365,Bill Sullivan,Corporate,United States,Seattle,Washington,98105,3,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke","12,75",7,"0,0","3,99"
2021-148194,05/05/2021,05/08/2021,First Class,BS-11365,Bill Sullivan,Corporate,United States,Seattle,Washington,98105,3,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,"60,39",4,"0,0","19,47"
2021-143210,12/02/2021,12/04/2021,First Class,AA-10645,Anna Hall,Consumer,United States,Lowell,Massachusetts,1852,0,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,"284,68",2,"0,0","80,66"
2021-143210,12/02/2021,12/04/2021,First Class,AA-10645,Anna Hall,Consumer,United States,Lowell,Massachusetts,1852,0,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","47,99",3,"0,0","15,94"
2021-143210,12/02/2021,12/04/2021,First Class,AA-10645,Anna Hall,Consumer,United States,Lowell,Massachusetts,1852,0,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,"10,28",2,"0,0","3,32"
2021-127859,03/18/2021,03/21/2021,Second Class,QJ-19255,Quincy Jenkins,Corporate,United States,Philadelphia,Pennsylvania,19134,0,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,"132,58",6,"0,2","42,1"
2021-131870,09/10/2021,09/12/2021,First Class,NF-18595,Nicole Rivera,Home Office,United States,Lancaster,Ohio,43130,0,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,"63,52",6,"0,2","13,19"
2021-131870,09/10/2021,09/12/2021,First Class,NF-18595,Nicole Rivera,Home Office,United States,Lancaster,Ohio,43130,0,OFF-AR-10000634,Office Supplies,Art,Newell 320,"32,26",9,"0,2","2,76"
2021-129189,07/22/2021,07/26/2021,Standard Class,HM-14860,Harry Lopez,Corporate,United States,Dallas,Texas,75217,1,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,"5,23",3,"0,8","-13,28"
2021-129189,07/22/2021,07/26/2021,Standard Class,HM-14860,Harry Lopez,Corporate,United States,Dallas,Texas,75217,1,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box","92,05",5,"0,2","30,36"
2021-129189,07/22/2021,07/26/2021,Standard Class,HM-14860,Harry Lopez,Corporate,United States,Dallas,Texas,75217,1,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,"688,85",5,"0,3","-96,15"
2021-129189,07/22/2021,07/26/2021,Standard Class,HM-14860,Harry Lopez,Corporate,United States,Dallas,Texas,75217,1,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,"1,09",1,"0,8","-1,87"
2021-144974,09/27/2021,10/01/2021,Standard Class,CM-12715,Craig Powell,Corporate,United States,Philadelphia,Pennsylvania,19140,0,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels","6,25",5,"0,7","-4,68"
2021-144974,09/27/2021,10/01/2021,Standard Class,CM-12715,Craig Powell,Corporate,United States,Philadelphia,Pennsylvania,19140,0,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,"22,18",1,"0,2","4,88"
2021-144974,09/27/2021,10/01/2021,Standard Class,CM-12715,Craig Powell,Corporate,United States,Philadelphia,Pennsylvania,19140,0,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length","43,32",6,"0,2","3,17"
2021-109904,07/15/2021,07/18/2021,Second Class,BF-10975,Barbara Schmidt,Corporate,United States,New York City,New York,10009,0,OFF-AR-10004999,Office Supplies,Art,Newell 315,"18,78",3,"0,0","4,59"
2021-101392,12/08/2021,12/14/2021,Standard Class,AS-10630,Ann Hernandez,Home Office,United States,Seattle,Washington,98103,3,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,"282,02",7,"0,0","71,64"
2021-138128,12/10/2021,12/16/2021,Standard Class,FP-14320,Frank Adams,Consumer,United States,Philadelphia,Pennsylvania,19134,0,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,"32,11",3,"0,2","9,81"
2021-138128,12/10/2021,12/16/2021,Standard Class,FP-14320,Frank Adams,Consumer,United States,Philadelphia,Pennsylvania,19134,0,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,"1130,73",4,"0,4","128,9"
2021-127866,07/21/2021,07/24/2021,First Class,JD-15895,Jonathan Hughes,Corporate,United States,Riverside,California,92503,3,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack","43,91",2,"0,0","15,45"
2021-127866,07/21/2021,07/24/2021,First Class,JD-15895,Jonathan Hughes,Corporate,United States,Riverside,California,92503,3,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,"12,52",2,"0,0","6,0"
2021-127866,07/21/2021,07/24/2021,First Class,JD-15895,Jonathan Hughes,Corporate,United States,Riverside,California,92503,3,OFF-AR-10003481,Office Supplies,Art,Newell 348,"13,74",4,"0,0","3,89"
2021-127866,07/21/2021,07/24/2021,First Class,JD-15895,Jonathan Hughes,Corporate,United States,Riverside,California,92503,3,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","560,57",3,"0,0","164,32"
2021-103219,11/10/2021,11/14/2021,Standard Class,BF-11215,Benjamin Cox,Home Office,United States,New York City,New York,10035,0,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black","59,18",9,"0,0","21,97"
2021-112949,06/21/2021,06/28/2021,Standard Class,Co-12640,Corey-Lock Allen,Consumer,United States,Lawton,Oklahoma,73505,1,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,"494,08",6,"0,0","159,31"
2021-112949,06/21/2021,06/28/2021,Standard Class,Co-12640,Corey-Lock Allen,Consumer,United States,Lawton,Oklahoma,73505,1,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,"3,69",2,"0,0","1,73"
2021-167997,01/27/2021,01/30/2021,First Class,CA-11965,Carol Parker,Corporate,United States,Rapid City,South Dakota,57701,1,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,"11,18",2,"0,0","5,14"
2021-167997,01/27/2021,01/30/2021,First Class,CA-11965,Carol Parker,Corporate,United States,Rapid City,South Dakota,57701,1,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","148,63",2,"0,0","40,66"
2021-114125,07/10/2021,07/14/2021,Standard Class,GH-14410,Gary Ross,Home Office,United States,Los Angeles,California,90049,3,OFF-LA-10004559,Office Supplies,Labels,Avery 49,"3,02",1,"0,0","1,44"
2021-114125,07/10/2021,07/14/2021,Standard Class,GH-14410,Gary Ross,Home Office,United States,Los Angeles,California,90049,3,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,"43,87",6,"0,2","14,47"
2021-114125,07/10/2021,07/14/2021,Standard Class,GH-14410,Gary Ross,Home Office,United States,Los Angeles,California,90049,3,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","25,04",4,"0,0","4,16"
2021-120775,10/04/2021,10/08/2021,Standard Class,RD-19930,Russell Ray,Consumer,United States,Dallas,Texas,75217,1,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,"4,55",3,"0,2","0,89"
2021-120775,10/04/2021,10/08/2021,Standard Class,RD-19930,Russell Ray,Consumer,United States,Dallas,Texas,75217,1,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,"33,27",3,"0,6","-19,5"
2021-120775,10/04/2021,10/08/2021,Standard Class,RD-19930,Russell Ray,Consumer,United States,Dallas,Texas,75217,1,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,"5,16",2,"0,2","1,76"
2021-120775,10/04/2021,10/08/2021,Standard Class,RD-19930,Russell Ray,Consumer,United States,Dallas,Texas,75217,1,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,"1,87",3,"0,8","-3,11"
2021-120775,10/04/2021,10/08/2021,Standard Class,RD-19930,Russell Ray,Consumer,United States,Dallas,Texas,75217,1,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,"15,78",4,"0,2","-3,85"
2021-152905,02/19/2021,02/25/2021,Standard Class,AB-10015,Aaron Ward,Consumer,United States,Arlington,Texas,76017,1,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,"13,22",2,"0,2","-2,58"
2021-158225,09/23/2021,09/29/2021,Standard Class,SE-20110,Sanjit Rivera,Consumer,United States,San Jose,California,95123,3,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black","177,41",5,"0,0","43,34"
2021-158225,09/23/2021,09/29/2021,Standard Class,SE-20110,Sanjit Rivera,Consumer,United States,San Jose,California,95123,3,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,"42,59",2,"0,0","0,42"
2021-109855,09/02/2021,09/06/2021,Standard Class,LH-16900,Lena Wright,Consumer,United States,New York City,New York,10009,0,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,"24,86",2,"0,2","8,5"
2021-109855,09/02/2021,09/06/2021,Standard Class,LH-16900,Lena Wright,Consumer,United States,New York City,New York,10009,0,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,"373,78",3,"0,0","58,43"
2021-109897,08/13/2021,08/17/2021,Standard Class,BW-11200,Ben Long,Consumer,United States,San Francisco,California,94122,3,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,"844,23",8,"0,2","51,56"
2021-109897,08/13/2021,08/17/2021,Standard Class,BW-11200,Ben Long,Consumer,United States,San Francisco,California,94122,3,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock","89,46",3,"0,0","32,34"
2021-143581,08/20/2021,08/24/2021,Standard Class,BS-11365,Bill Sullivan,Corporate,United States,Columbus,Georgia,31907,2,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,"361,12",3,"0,0","10,59"
2021-131800,12/31/2021,01/06/2021,Standard Class,AJ-10960,Astrea Martinez,Consumer,United States,New York City,New York,10035,0,OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,"128,72",3,"0,0","31,44"
2021-131800,12/31/2021,01/06/2021,Standard Class,AJ-10960,Astrea Martinez,Consumer,United States,New York City,New York,10035,0,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","37,11",7,"0,2","13,15"
2021-118304,04/30/2021,05/05/2021,Standard Class,KH-16360,Katherine Sanders,Consumer,United States,Dover,Delaware,19901,0,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,"20,92",2,"0,0","5,31"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,"32,57",6,"0,2","11,14"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,"50,21",5,"0,2","4,29"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,"166,4",7,"0,2","42,68"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,"221,18",6,"0,2","16,21"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,"5,81",2,"0,2","-1,06"
2021-156244,08/13/2021,08/17/2021,Standard Class,DH-13675,Duane Campbell,Home Office,United States,Miami,Florida,33180,2,OFF-LA-10000443,Office Supplies,Labels,Avery 501,"3,09",1,"0,2","1,02"
2021-103338,03/12/2021,03/16/2021,Standard Class,RB-19435,Richard Perez,Consumer,United States,Roseville,California,95661,3,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,"8,36",3,"0,0","2,12"
2021-120313,11/01/2021,11/03/2021,Second Class,NL-18310,Nancy Stephens,Home Office,United States,San Francisco,California,94110,3,TEC-PH-10003092,Technology,Phones,Motorola L804,"77,04",2,"0,2","8,47"
2021-168312,03/02/2021,03/08/2021,Standard Class,GW-14605,Giulietta Green,Consumer,United States,Houston,Texas,77036,1,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,"143,81",3,"0,2","8,78"
2021-168312,03/02/2021,03/08/2021,Standard Class,GW-14605,Giulietta Green,Consumer,United States,Houston,Texas,77036,1,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,"394,2",3,"0,3","-44,02"
2021-161508,07/13/2021,07/17/2021,Standard Class,PV-18985,Paul Kim,Home Office,United States,League City,Texas,77573,1,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,"536,44",3,"0,3","-14,98"
2021-161508,07/13/2021,07/17/2021,Standard Class,PV-18985,Paul Kim,Home Office,United States,League City,Texas,77573,1,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,"3,65",2,"0,2","0,58"
2021-161508,07/13/2021,07/17/2021,Standard Class,PV-18985,Paul Kim,Home Office,United States,League City,Texas,77573,1,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,"23,34",7,"0,2","3,99"
2021-161508,07/13/2021,07/17/2021,Standard Class,PV-18985,Paul Kim,Home Office,United States,League City,Texas,77573,1,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,"16,79",3,"0,2","5,74"
2021-153087,12/28/2021,01/05/2021,Standard Class,TC-20980,Tamara Lewis,Corporate,United States,Decatur,Alabama,35601,2,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,"25,04",4,"0,0","11,99"
2021-153087,12/28/2021,01/05/2021,Standard Class,TC-20980,Tamara Lewis,Corporate,United States,Decatur,Alabama,35601,2,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,"521,41",5,"0,0","188,5"
2021-161634,11/15/2021,11/21/2021,Standard Class,CC-12220,Chris Green,Consumer,United States,Chesapeake,Virginia,23320,2,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,"33,92",5,"0,0","15,91"
2021-155544,03/22/2021,03/26/2021,Standard Class,GM-14440,Gary Hughes,Consumer,United States,Knoxville,Tennessee,37918,2,OFF-LA-10004544,Office Supplies,Labels,Avery 505,"61,98",5,"0,2","22,71"
2021-155544,03/22/2021,03/26/2021,Standard Class,GM-14440,Gary Hughes,Consumer,United States,Knoxville,Tennessee,37918,2,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,"34,5",3,"0,2","6,74"
2021-155544,03/22/2021,03/26/2021,Standard Class,GM-14440,Gary Hughes,Consumer,United States,Knoxville,Tennessee,37918,2,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,"228,64",3,"0,2","-11,17"
2021-110555,04/12/2021,04/19/2021,Standard Class,MM-18055,Michelle Foster,Consumer,United States,Great Falls,Montana,59405,3,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,"91,17",7,"0,0","24,94"
2021-110555,04/12/2021,04/19/2021,Standard Class,MM-18055,Michelle Foster,Consumer,United States,Great Falls,Montana,59405,3,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,"110,55",2,"0,2","9,45"
2021-110555,04/12/2021,04/19/2021,Standard Class,MM-18055,Michelle Foster,Consumer,United States,Great Falls,Montana,59405,3,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,"227,66",6,"0,0","93,43"
2021-109918,09/08/2021,09/13/2021,Second Class,LR-17035,Lisa Perez,Corporate,United States,Santa Clara,California,95051,3,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","28,65",4,"0,0","7,56"
2021-109918,09/08/2021,09/13/2021,Second Class,LR-17035,Lisa Perez,Corporate,United States,Santa Clara,California,95051,3,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","21,53",2,"0,0","9,89"
2021-109918,09/08/2021,09/13/2021,Second Class,LR-17035,Lisa Perez,Corporate,United States,Santa Clara,California,95051,3,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,"87,86",5,"0,2","32,19"
2021-165393,12/28/2021,12/31/2021,First Class,NC-18415,Nathan Martinez,Consumer,United States,Fort Worth,Texas,76106,1,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,"5,22",1,"0,8","-8,67"
2021-103527,09/10/2021,09/15/2021,Second Class,CC-12220,Chris Green,Consumer,United States,Chicago,Illinois,60653,1,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","11,41",3,"0,2","3,48"
2021-139423,11/02/2021,11/06/2021,Standard Class,DG-13300,Deirdre Reed,Corporate,United States,Orange,New Jersey,7050,0,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,"79,7",2,"0,0","22,58"
2021-152254,07/01/2021,07/01/2021,Same Day,BD-11620,Brian Scott,Consumer,United States,Wilmington,North Carolina,28403,2,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,"325,29",7,"0,2","111,24"
2021-120236,09/04/2021,09/05/2021,First Class,MR-17545,Mathew Hughes,Home Office,United States,Houston,Texas,77095,1,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,"8,04",5,"0,8","-11,78"
2021-113124,03/31/2021,04/06/2021,Standard Class,NC-18340,Nat Baker,Consumer,United States,Apple Valley,Minnesota,55124,1,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,"135,38",2,"0,0","6,61"
2021-127635,09/15/2021,09/19/2021,Second Class,SC-20260,Scott Scott,Corporate,United States,Corpus Christi,Texas,78415,1,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,"6,33",4,"0,2","-1,39"
